,etablissement_code_commune,etablissement_commune,Dernier établissement,rentree,AgeBacAvanceOuATemps,AgeBacRetard
1426,54547,Vandœuvre-lès-Nancy,Université de Lorraine,2009,0.75673446948873,0.24326553051126992
1427,29019,Brest,École nationale d'ingénieurs de Brest,2009,0.6499215070643642,0.3500784929356358
1428,31555,Toulouse,Sciences Po Toulouse,2009,0.8232323232323232,0.17676767676767677
1429,91272,Gif-sur-Yvette,CentraleSupélec,2009,0.8108761329305136,0.18912386706948642
1430,35238,Rennes,École nationale supérieure de chimie de Rennes,2009,0.8699763593380615,0.13002364066193853
1431,69387,Lyon 7e,École normale supérieure de Lyon,2009,0.7867549668874172,0.21324503311258278
1432,75105,Paris  5e,Sorbonne Université,2009,0.618186057356027,0.38181394264397295
1433,13001,Aix-en-Provence,Aix-Marseille Université,2009,0.5866402116402116,0.41335978835978837
1434,66136,Perpignan,Université de Perpignan Via Domitia,2009,0.42526119788972794,0.5747388021102721
1435,14118,Caen,Université de Caen Normandie,2009,0.6252681075730078,0.37473189242699223
1436,75114,Paris 14e,Observatoire de Paris,2009,0.5742574257425742,0.42574257425742573
1437,75105,Paris  5e,IAE Paris - Sorbonne Business School,2009,0.5552608311229,0.4447391688770999
1438,29019,Brest,Université de Bretagne Occidentale,2010,0.6547388781431335,0.3452611218568665
1439,38185,Grenoble,Institut polytechnique de Grenoble,2010,0.7961900390176727,0.2038099609823273
1440,31555,Toulouse,Université Toulouse Capitole,2010,0.613562445793582,0.38643755420641807
1441,75113,Paris 13e,Université de Paris,2010,0.6072984749455338,0.3927015250544662
1442,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2010,0.8521739130434782,0.14782608695652175
1443,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2010,0.5982293050022134,0.4017706949977866
1444,42218,Saint-Étienne,Centrale Lyon,2010,0.7933247753530167,0.20667522464698332
1445,80021,Amiens,Université de Picardie Jules-Verne,2010,0.5903774709902307,0.4096225290097693
1446,72181,Le Mans,Le Mans Université,2010,0.5051725903922974,0.49482740960770255
1447,45234,Orléans,Université d'Orléans,2010,0.6010653409090909,0.3989346590909091
1448,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2010,0.7401459854014598,0.25985401459854013
1449,33522,Talence,Université de Bordeaux,2010,0.6391621707394478,0.3608378292605522
1450,21231,Dijon,Université de Bourgogne,2010,0.6323626608607752,0.36763733913922475
1451,38185,Grenoble,Université Grenoble Alpes,2010,0.7086650137022054,0.2913349862977946
1452,2B096,Corte,Université de Corse Pasquale Paoli,2010,0.6637726913970008,0.3362273086029992
1453,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2010,0.5691372783422992,0.43086272165770073
1454,59512,Roubaix,École nationale supérieure des arts et industries textiles,2010,0.7461928934010152,0.25380710659898476
1455,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2010,0.7477585176329946,0.2522414823670054
1456,63014,Aubière,Clermont Auvergne INP,2010,0.8853046594982079,0.11469534050179211
1457,37261,Tours,Université de Tours,2010,0.6729519450800915,0.32704805491990846
1458,57463,Metz,Université de Lorraine,2010,0.5871470301850049,0.41285296981499514
1459,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2010,0.774498675747257,0.2255013242527431
1460,75105,Paris  5e,Sorbonne Université,2010,0.6138252262742815,0.3861747737257185
1461,63113,Clermont-Ferrand,Université Clermont Auvergne,2010,0.593076468851491,0.406923531148509
1462,66136,Perpignan,Université de Perpignan Via Domitia,2010,0.43344848608006503,0.566551513919935
1463,42218,Saint-Étienne,Université Jean Monnet,2010,0.5955763118635273,0.4044236881364727
1464,35238,Rennes,Université Rennes 2,2010,0.5833191682248287,0.4166808317751714
1465,91471,Orsay,Université Paris-Saclay,2010,0.6356980273141123,0.3643019726858877
1466,34172,Montpellier,Université de Montpellier,2010,0.6381296435144161,0.3618703564855838
1467,13213,Marseille 13e,Centrale Marseille,2011,0.7845934379457917,0.21540656205420827
1468,63113,Clermont-Ferrand,Université Clermont Auvergne,2011,0.6175395063340734,0.3824604936659266
1469,56121,Lorient,Université Bretagne Sud,2011,0.6066242649705988,0.39337573502940115
1470,6088,Nice,Université Côte d'Azur,2011,0.6013790966142404,0.3986209033857597
1471,77083,Champs-sur-Marne,Université Gustave Eiffel,2011,0.5878481495612362,0.41215185043876384
1472,34172,Montpellier,Université de Montpellier,2011,0.658488546349818,0.341511453650182
1473,72181,Le Mans,Le Mans Université,2011,0.5171425647323713,0.4828574352676287
1474,69387,Lyon 7e,Université Lumière - Lyon 2,2011,0.5655908180557695,0.43440918194423045
1475,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2011,0.8199052132701422,0.18009478672985782
1476,81004,Albi,Institut national universitaire Jean-François Champollion,2011,0.6208865010073875,0.3791134989926125
1477,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2011,0.7691176470588236,0.23088235294117648
1478,38185,Grenoble,Université Grenoble Alpes,2011,0.7119292689363949,0.28807073106360515
1479,64445,Pau,Université de Pau et des Pays de l'Adour,2011,0.6098925895838975,0.39010741041610253
1480,2B096,Corte,Université de Corse Pasquale Paoli,2011,0.677601505781124,0.32239849421887606
1481,68224,Mulhouse,Université de Haute-Alsace,2011,0.584915407464807,0.4150845925351931
1482,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2011,0.6014089729328884,0.3985910270671116
1483,35238,Rennes,École des hautes études en santé publique,2011,0.5302013422818792,0.4697986577181208
1484,63014,Aubière,Clermont Auvergne INP,2011,0.8713235294117647,0.12867647058823528
1485,17300,La Rochelle,La Rochelle Université,2011,0.5807308970099668,0.4192691029900332
1486,69081,Écully,Centrale Lyon,2011,0.8014388489208633,0.1985611510791367
1487,63014,Aubière,Clermont Auvergne INP,2011,0.8875192604006163,0.11248073959938366
1488,69387,Lyon 7e,Sciences Po Lyon,2011,0.779874213836478,0.22012578616352202
1489,35238,Rennes,Université Rennes 2,2011,0.5787338084586173,0.42126619154138273
1490,75105,Paris  5e,École nationale des Chartes,2011,0.8518518518518519,0.14814814814814814
1491,56121,Lorient,Université Bretagne Sud,2012,0.6088979007633588,0.39110209923664124
1492,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2012,0.8692098092643051,0.1307901907356948
1493,25056,Besançon,Université de Franche-Comté,2012,0.6384229903865821,0.3615770096134179
1494,44109,Nantes,Université de Nantes,2012,0.670688367925937,0.329311632074063
1495,75105,Paris  5e,École normale supérieure PSL,2012,0.8352941176470589,0.16470588235294117
1496,30189,Nîmes,Université de Nîmes,2012,0.5371272063298843,0.46287279367011563
1497,81004,Albi,Institut national universitaire Jean-François Champollion,2012,0.5954751131221719,0.40452488687782806
1498,35238,Rennes,Sciences Po Rennes,2012,0.8334771354616048,0.16652286453839515
1499,38185,Grenoble,Université Grenoble Alpes,2012,0.7197166623342864,0.28028333766571356
1500,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2012,0.4798274002157497,0.5201725997842502
1501,75105,Paris  5e,Muséum national d'histoire naturelle,2012,0.6203703703703703,0.37962962962962965
1502,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2012,0.6232914160743576,0.37670858392564244
1503,97411,Saint-Denis,Université de La Réunion,2012,0.6335027044746763,0.36649729552532373
1504,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2012,0.7251995438996579,0.2748004561003421
1505,31555,Toulouse,Sciences Po Toulouse,2012,0.8352788586251622,0.16472114137483787
1506,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2012,0.7625,0.2375
1507,69081,Écully,Centrale Lyon,2012,0.8122934567085262,0.1877065432914739
1508,92050,Nanterre,Université Paris Nanterre,2012,0.5426141916987033,0.45738580830129666
1509,44109,Nantes,Centrale Nantes,2012,0.6996448503297819,0.30035514967021815
1510,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2012,0.8402777777777778,0.1597222222222222
1511,69387,Lyon 7e,École normale supérieure de Lyon,2012,0.8167597765363128,0.18324022346368715
1512,59009,Villeneuve-d'Ascq,Université de Lille,2012,0.5832512315270936,0.41674876847290643
1513,35238,Rennes,Institut national des sciences appliquées de Rennes,2013,0.7726231386025201,0.22737686139747995
1514,63113,Clermont-Ferrand,Université Clermont Auvergne,2013,0.6750462360435646,0.3249537639564354
1515,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2013,0.8884120171673819,0.11158798283261803
1516,44109,Nantes,Université de Nantes,2013,0.6866766763930989,0.31332332360690107
1517,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2013,0.700993831391364,0.29900616860863605
1518,13001,Aix-en-Provence,Sciences Po Aix,2013,0.7697841726618705,0.2302158273381295
1519,60159,Compiègne,Université de technologie de Compiègne,2013,0.7611056268509379,0.2388943731490622
1520,81004,Albi,Institut national universitaire Jean-François Champollion,2013,0.5977304964539008,0.4022695035460993
1521,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2013,0.7468175388967468,0.2531824611032532
1522,35238,Rennes,École des hautes études en santé publique,2013,0.4864864864864865,0.5135135135135135
1523,59512,Roubaix,École nationale supérieure des arts et industries textiles,2013,0.7945205479452054,0.2054794520547945
1524,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2013,0.40407211409094984,0.5959278859090501
1525,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2013,0.7582577132486389,0.24174228675136117
1526,63014,Aubière,Clermont Auvergne INP,2013,0.8751974723538705,0.12480252764612954
1527,69387,Lyon 7e,Sciences Po Lyon,2013,0.8128772635814889,0.18712273641851107
1528,59350,Lille,Université de Lille,2013,0.7761688831307396,0.22383111686926038
1529,63113,Clermont-Ferrand,Université Clermont Auvergne,2013,0.6106870229007634,0.3893129770992366
1530,14118,Caen,Université de Caen Normandie,2013,0.6744599116031228,0.3255400883968772
1531,54395,Nancy,Université de Lorraine,2013,0.6481453096259964,0.3518546903740037
1532,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2013,0.7288135593220338,0.2711864406779661
1533,13207,Marseille  7e,Aix-Marseille Université,2013,0.6329178586023703,0.36708214139762974
1534,75113,Paris 13e,École des hautes études en sciences sociales,2013,0.44874631268436577,0.5512536873156342
1535,98738,Punaauia,Université de la Polynésie Française,2013,0.5344070278184481,0.465592972181552
1536,13213,Marseille 13e,Centrale Marseille,2014,0.7519042437431991,0.24809575625680086
1537,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2014,0.7644444444444445,0.23555555555555555
1538,56121,Lorient,Université Bretagne Sud,2014,0.6639596407038267,0.33604035929617326
1539,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2014,0.6166811399700007,0.3833188600299992
1540,25056,Besançon,Université de Franche-Comté,2014,0.672989230619967,0.327010769380033
1541,42218,Saint-Étienne,Centrale Lyon,2014,0.8189944134078212,0.18100558659217877
1542,34172,Montpellier,Université de Montpellier,2014,0.6771055266062582,0.32289447339374183
1543,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2014,0.7572128470332063,0.24278715296679368
1544,75105,Paris  5e,École normale supérieure PSL,2014,0.7826887661141805,0.21731123388581952
1545,10387,Troyes,Université de technologie de Troyes,2014,0.6391121316494451,0.3608878683505549
1546,33063,Bordeaux,Université de Bordeaux,2014,0.7194595407385131,0.2805404592614869
1547,72181,Le Mans,Le Mans Université,2014,0.6079328756674295,0.39206712433257057
1548,60159,Compiègne,Université de technologie de Compiègne,2014,0.7614494212380473,0.23855057876195268
1549,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2014,0.7441540577716643,0.2558459422283356
1550,65440,Tarbes,École nationale d'ingénieurs de Tarbes,2014,0.7901701323251418,0.20982986767485823
1551,33318,Pessac,Université Bordeaux Montaigne,2014,0.6452653986129232,0.35473460138707685
1552,2B096,Corte,Université de Corse Pasquale Paoli,2014,0.70473328324568,0.29526671675432004
1553,68224,Mulhouse,Université de Haute-Alsace,2014,0.583636836628512,0.41636316337148804
1554,91477,Palaiseau,Institut d'optique Graduate School,2014,0.8959810874704491,0.10401891252955082
1555,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2014,0.5253206545776206,0.4746793454223795
1556,75105,Paris  5e,Muséum national d'histoire naturelle,2014,0.5817174515235457,0.4182825484764543
1557,97411,Saint-Denis,Université de La Réunion,2014,0.6830421847585628,0.3169578152414372
1558,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2014,0.7471264367816092,0.25287356321839083
1559,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2014,0.7409949440704162,0.2590050559295837
1560,92050,Nanterre,Université Paris Nanterre,2014,0.5721482070656857,0.4278517929343143
1561,44109,Nantes,Centrale Nantes,2014,0.6582159624413145,0.34178403755868547
1562,35047,Bruz,École normale supérieure de Rennes,2014,0.9298780487804879,0.0701219512195122
1563,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2014,0.7816938453445555,0.2183061546554445
1564,31555,Toulouse,Université Toulouse III - Paul Sabatier,2014,0.7298103992131059,0.27018960078689414
1565,14118,Caen,Université de Caen Normandie,2014,0.6876639392397135,0.3123360607602866
1566,75107,Paris  7e,Sciences Po,2014,0.7496105052303583,0.2503894947696417
1567,75105,Paris  5e,IAE Paris - Sorbonne Business School,2014,0.5179738562091504,0.4820261437908497
1568,63113,Clermont-Ferrand,Université Clermont Auvergne,2015,0.713111356728378,0.286888643271622
1569,67482,Strasbourg,Université de Strasbourg,2015,0.6514421043728326,0.3485578956271674
1570,6088,Nice,Université Côte d'Azur,2015,0.6269212539779268,0.37307874602207325
1571,33063,Bordeaux,Université de Bordeaux,2015,0.7285196312027349,0.2714803687972651
1572,83062,La Garde,Université de Toulon,2015,0.5930869267624914,0.4069130732375086
1573,69387,Lyon 7e,Université Lumière - Lyon 2,2015,0.5847284158198699,0.4152715841801301
1574,81004,Albi,Institut national universitaire Jean-François Champollion,2015,0.6514047866805411,0.3485952133194589
1575,49007,Angers,Université d'Angers,2015,0.7054654932839277,0.29453450671607223
1576,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2015,0.797752808988764,0.20224719101123595
1577,35238,Rennes,Sciences Po Rennes,2015,0.8592351505288853,0.14076484947111473
1578,75106,Paris  6e,Université de Paris,2015,0.6726905243133992,0.3273094756866009
1579,75114,Paris 14e,École pratique des hautes études,2015,0.44165946413137425,0.5583405358686258
1580,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2015,0.5589722422866578,0.4410277577133423
1581,75105,Paris  5e,Muséum national d'histoire naturelle,2015,0.6117021276595744,0.3882978723404255
1582,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2015,0.738255033557047,0.26174496644295303
1583,29019,Brest,École nationale d'ingénieurs de Brest,2015,0.7898089171974523,0.21019108280254778
1584,97302,Cayenne,Université de Guyane,2015,0.40310077519379844,0.5968992248062015
1585,75105,Paris  5e,Sorbonne Université,2015,0.6428027055349147,0.35719729446508525
1586,63113,Clermont-Ferrand,Université Clermont Auvergne,2015,0.6569895254105781,0.34301047458942197
1587,97607,Dembeni,Centre Universitaire de Mayotte,2015,0.29866412213740456,0.7013358778625954
1588,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2015,0.7653890824622532,0.2346109175377468
1589,91471,Orsay,Université Paris-Saclay,2015,0.6913882593756854,0.3086117406243146
1590,97120,Pointe-à-Pitre,Université des Antilles,2015,0.6705744431418523,0.32942555685814773
1591,98738,Punaauia,Université de la Polynésie Française,2015,0.5794109551334985,0.4205890448665015
