,etablissement_code_commune,etablissement_commune,Dernier établissement,rentree,AgeBacAvanceOuATemps,AgeBacRetard
1128,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2014,0.6617961511047755,0.33820384889522453
1129,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2014,0.7572540693559802,0.2427459306440198
1130,59009,Villeneuve-d'Ascq,Université de Lille,2014,0.6336486099168817,0.36635139008311834
1131,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2014,0.8022727272727272,0.19772727272727272
1132,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2014,0.4222548390055958,0.5777451609944042
1133,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2014,0.7319711538461539,0.26802884615384615
1134,93079,Villetaneuse,Université Sorbonne Paris Nord,2014,0.49805255632795936,0.5019474436720406
1135,57463,Metz,Université de Lorraine,2014,0.6656378600823045,0.3343621399176955
1136,86194,Poitiers,Université de Poitiers,2014,0.662009672219237,0.33799032778076304
1137,91272,Gif-sur-Yvette,CentraleSupélec,2014,0.7476190476190476,0.2523809523809524
1138,63113,Clermont-Ferrand,Université Clermont Auvergne,2014,0.642570281124498,0.357429718875502
1139,97607,Dembeni,Centre Universitaire de Mayotte,2014,0.29463171036204744,0.7053682896379525
1140,59009,Villeneuve-d'Ascq,Université de Lille,2014,0.583460344340954,0.416539655659046
1141,35238,Rennes,Université Rennes 2,2014,0.6018374558303887,0.39816254416961133
1142,75113,Paris 13e,École des hautes études en sciences sociales,2014,0.4576271186440678,0.5423728813559322
1143,97120,Pointe-à-Pitre,Université des Antilles,2014,0.6323943661971831,0.3676056338028169
1144,98738,Punaauia,Université de la Polynésie Française,2014,0.5613884107860011,0.43861158921399884
1145,29019,Brest,Université de Bretagne Occidentale,2015,0.7161338211123482,0.28386617888765175
1146,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2015,0.5402055302468481,0.4597944697531518
1147,31555,Toulouse,Université Toulouse Capitole,2015,0.6788317498617604,0.3211682501382396
1148,75113,Paris 13e,Université de Paris,2015,0.6820237076866675,0.3179762923133325
1149,77083,Champs-sur-Marne,Paris-Est Sup,2015,0.4587221823402728,0.5412778176597272
1150,25056,Besançon,Université de Franche-Comté,2015,0.6882789458662354,0.3117210541337646
1151,75116,Paris 16e,Université Paris Dauphine - PSL,2015,0.7152689017795694,0.28473109822043063
1152,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2015,0.6923653496091658,0.30763465039083415
1153,45234,Orléans,Université d'Orléans,2015,0.6523536707814069,0.3476463292185931
1154,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2015,0.7388268156424581,0.2611731843575419
1155,59009,Villeneuve-d'Ascq,Université de Lille,2015,0.733728981206726,0.266271018793274
1156,76351,Le Havre,Université Le Havre Normandie,2015,0.5577548806941431,0.44224511930585686
1157,33318,Pessac,Université Bordeaux Montaigne,2015,0.6673728813559322,0.3326271186440678
1158,59009,Villeneuve-d'Ascq,Université de Lille,2015,0.6498841032828419,0.3501158967171581
1159,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2015,0.5871040723981901,0.41289592760180993
1160,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2015,0.8107042253521127,0.18929577464788733
1161,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2015,0.6564830563914693,0.3435169436085307
1162,98818,Nouméa,Université de la Nouvelle-Calédonie,2015,0.7494744218640504,0.25052557813594956
1163,67482,Strasbourg,Institut national des sciences appliquées de Strasbourg,2015,0.827461139896373,0.17253886010362696
1164,31555,Toulouse,Sciences Po Toulouse,2015,0.8205822613405552,0.17941773865944483
1165,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2015,0.749663901783223,0.250336098216777
1166,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2015,0.5039393939393939,0.49606060606060604
1167,86194,Poitiers,Université de Poitiers,2015,0.6785630153121319,0.3214369846878681
1168,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2015,0.7794508414526129,0.22054915854738708
1169,66136,Perpignan,Université de Perpignan Via Domitia,2015,0.5238427541288672,0.47615724587113284
1170,59009,Villeneuve-d'Ascq,Université de Lille,2015,0.6089947633227231,0.39100523667727693
1171,54395,Nancy,Université de Lorraine,2015,0.6660596403368996,0.3339403596631004
1172,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2016,0.5564228834870075,0.4435771165129925
1173,56121,Lorient,Université Bretagne Sud,2016,0.7168228909718797,0.2831771090281204
1174,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2016,0.6373646744772357,0.36263532552276434
1175,80021,Amiens,Université de Picardie Jules-Verne,2016,0.6811852511975047,0.3188147488024953
1176,35238,Rennes,Université de Rennes 1,2016,0.7728371005455963,0.22716289945440374
1177,62041,Arras,Université d'Artois,2016,0.6514201401696791,0.3485798598303209
1178,75116,Paris 16e,Université Paris Dauphine - PSL,2016,0.7318510072215888,0.26814899277841125
1179,33318,Pessac,Sciences Po Bordeaux,2016,0.7417289220917823,0.25827107790821774
1180,75113,Paris 13e,Institut national des langues et civilisations orientales,2016,0.5877469224162611,0.4122530775837389
1181,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2016,0.8303964757709251,0.1696035242290749
1182,75106,Paris  6e,Université de Paris,2016,0.7008896741994483,0.2991103258005518
1183,33522,Talence,Bordeaux INP,2016,0.8373165618448637,0.16268343815513628
1184,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2016,0.694197437829691,0.305802562170309
1185,17300,La Rochelle,La Rochelle Université,2016,0.6750714196994162,0.3249285803005838
1186,97411,Saint-Denis,Université de La Réunion,2016,0.721089395329147,0.27891060467085305
1187,63014,Aubière,Clermont Auvergne INP,2016,0.8980228928199792,0.10197710718002082
1188,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2016,0.7567949170490645,0.2432050829509354
1189,31555,Toulouse,Toulouse INP,2016,0.777511961722488,0.22248803827751196
1190,97607,Dembeni,Centre Universitaire de Mayotte,2016,0.32538167938931295,0.674618320610687
1191,59009,Villeneuve-d'Ascq,Université de Lille,2016,0.6213711180951367,0.3786288819048634
1192,75114,Paris 14e,Observatoire de Paris,2016,0.7894736842105263,0.21052631578947367
1193,29019,Brest,Université de Bretagne Occidentale,2017,0.7408498482413854,0.25915015175861456
1194,35238,Rennes,Institut national des sciences appliquées de Rennes,2017,0.796969696969697,0.20303030303030303
1195,67482,Strasbourg,Université de Strasbourg,2017,0.6669564338421106,0.33304356615788944
1196,56121,Lorient,Université Bretagne Sud,2017,0.7355869698832207,0.26441303011677936
1197,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2017,0.6461869016536118,0.3538130983463882
1198,94016,Cachan,École normale supérieure Paris-Saclay,2017,0.939873417721519,0.060126582278481014
1199,25056,Besançon,Université Bourgogne - Franche-Comté,2017,0.48599766627771296,0.5140023337222871
1200,80021,Amiens,Université de Picardie Jules-Verne,2017,0.6984725965858042,0.30152740341419587
1201,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2017,0.7298663188783828,0.27013368112161723
1202,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2017,0.7060924168344358,0.2939075831655642
1203,13001,Aix-en-Provence,Sciences Po Aix,2017,0.7723577235772358,0.22764227642276422
1204,60159,Compiègne,Université de technologie de Compiègne,2017,0.7244826784468729,0.2755173215531272
1205,31555,Toulouse,Université Toulouse - Jean Jaurès,2017,0.6149188827563138,0.3850811172436862
1206,59009,Villeneuve-d'Ascq,Université de Lille,2017,0.7653600729261623,0.23463992707383774
1207,75105,Paris  5e,Université Paris sciences et lettres,2017,0.6902017291066282,0.30979827089337175
1208,75114,Paris 14e,École pratique des hautes études,2017,0.46837763519706693,0.5316223648029331
1209,91477,Palaiseau,Institut d'optique Graduate School,2017,0.9083333333333333,0.09166666666666666
1210,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2017,0.4718233541045787,0.5281766458954213
1211,95127,Cergy,CY Cergy Paris Université,2017,0.6496989323483277,0.3503010676516723
1212,98818,Nouméa,Université de la Nouvelle-Calédonie,2017,0.6468689477081988,0.35313105229180114
1213,97411,Saint-Denis,Université de La Réunion,2017,0.7373316673608219,0.2626683326391781
1214,29019,Brest,École nationale d'ingénieurs de Brest,2017,0.8062130177514792,0.1937869822485207
1215,42218,Saint-Étienne,Université Jean Monnet,2017,0.6530589968891557,0.3469410031108443
1216,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2017,0.8158803222094362,0.18411967779056387
1217,75105,Paris  5e,Chimie ParisTech-PSL,2017,0.6942675159235668,0.3057324840764331
1218,84007,Avignon,Avignon Université,2017,0.636663172083271,0.36333682791672905
1219,75105,Paris  5e,École nationale des Chartes,2017,0.819672131147541,0.18032786885245902
1220,75105,Paris  5e,IAE Paris - Sorbonne Business School,2017,0.4555494202098288,0.5444505797901712
1221,97120,Pointe-à-Pitre,Université des Antilles,2017,0.7234774523477452,0.27652254765225476
1222,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2018,0.6668756367055874,0.33312436329441264
1223,6088,Nice,Université Côte d'Azur,2018,0.7079315332690453,0.29206846673095466
1224,34172,Montpellier,Université de Montpellier,2018,0.7219734198358712,0.2780265801641289
1225,25056,Besançon,Université Bourgogne - Franche-Comté,2018,0.4618599791013584,0.5381400208986415
1226,10387,Troyes,Université de technologie de Troyes,2018,0.6674022698612863,0.33259773013871374
1227,69387,Lyon 7e,Université Lumière - Lyon 2,2018,0.6196640244345866,0.38033597556541343
1228,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2018,0.7922769640479361,0.20772303595206393
1229,75106,Paris  6e,Université de Paris,2018,0.7077084059993024,0.2922915940006976
1230,68224,Mulhouse,Université de Haute-Alsace,2018,0.6486190048858311,0.3513809951141689
1231,59512,Roubaix,École nationale supérieure des arts et industries textiles,2018,0.8036175710594315,0.19638242894056848
1232,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2018,0.4796837810268616,0.5203162189731384
1233,75105,Paris  5e,Muséum national d'histoire naturelle,2018,0.6768149882903981,0.3231850117096019
1234,17300,La Rochelle,La Rochelle Université,2018,0.7190804032456356,0.2809195967543644
1235,63014,Aubière,Clermont Auvergne INP,2018,0.870722433460076,0.12927756653992395
1236,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2018,0.8239074550128535,0.17609254498714652
1237,93079,Villetaneuse,Université Sorbonne Paris Nord,2018,0.5757448004496908,0.42425519955030916
1238,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2018,0.809620253164557,0.19037974683544304
1239,69387,Lyon 7e,École normale supérieure de Lyon,2018,0.8685685175751401,0.1314314824248599
1240,31555,Toulouse,Université Toulouse III - Paul Sabatier,2018,0.786271242919027,0.213728757080973
1241,97607,Dembeni,Centre Universitaire de Mayotte,2018,0.3918918918918919,0.6081081081081081
1242,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2018,0.8105882352941176,0.18941176470588236
1243,75114,Paris 14e,Observatoire de Paris,2018,0.8061224489795918,0.19387755102040816
1244,91471,Orsay,Université Paris-Saclay,2018,0.7765445800961894,0.22345541990381057
1245,67482,Strasbourg,Université de Strasbourg,2019,0.6785961498886872,0.3214038501113127
1246,31555,Toulouse,Université Toulouse Capitole,2019,0.7534621744522529,0.246537825547747
1247,56121,Lorient,Université Bretagne Sud,2019,0.7550398269249681,0.24496017307503196
1248,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2019,0.6860754570206146,0.31392454297938543
1249,75113,Paris 13e,Institut national des langues et civilisations orientales,2019,0.6177785727061349,0.38222142729386516
1250,59606,Valenciennes,Université Polytechnique Hauts-de-France,2019,0.6682096461101986,0.3317903538898014
1251,59350,Lille,Sciences Po Lille,2019,0.8929961089494164,0.10700389105058365
1252,63113,Clermont-Ferrand,Université Clermont Auvergne,2019,0.7238035300512058,0.2761964699487942
1253,91538,Saint-Aubin,Université Paris-Saclay,2019,0.7163173325165186,0.28368266748348137
1254,76351,Le Havre,Université Le Havre Normandie,2019,0.6486232370718603,0.3513767629281397
1255,33318,Pessac,Université Bordeaux Montaigne,2019,0.7283837657669433,0.27161623423305664
1256,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2019,0.764172335600907,0.23582766439909297
1257,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2019,0.7679425837320574,0.23205741626794257
1258,33522,Talence,Bordeaux INP,2019,0.8297213622291022,0.17027863777089783
1259,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2019,0.7169474373474611,0.28305256265253886
1260,17300,La Rochelle,La Rochelle Université,2019,0.7390411786016181,0.26095882139838183
1261,75106,Paris  6e,Sorbonne Université,2019,0.7040042026616857,0.29599579733831427
1262,63014,Aubière,Clermont Auvergne INP,2019,0.8669064748201439,0.13309352517985612
1263,29019,Brest,École nationale d'ingénieurs de Brest,2019,0.7950310559006211,0.20496894409937888
1264,31555,Toulouse,Sciences Po Toulouse,2019,0.8196834136269787,0.18031658637302134
1265,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2019,0.7581872312272577,0.2418127687727423
1266,35047,Bruz,École normale supérieure de Rennes,2019,0.9505208333333334,0.049479166666666664
1267,87085,Limoges,Université de Limoges,2019,0.7465117512865403,0.2534882487134596
1268,35238,Rennes,Université Rennes 2,2019,0.6847076094935161,0.315292390506484
1269,,,Chimie ParisTech-PSL,2019,0.7401574803149606,0.25984251968503935
1270,94028,Créteil,Université Paris-Est Créteil,2019,0.6667317236379858,0.33326827636201417
1271,84007,Avignon,Avignon Université,2019,0.6609559458681256,0.33904405413187444
1272,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2020,0.7980410447761194,0.2019589552238806
1273,75106,Paris  6e,Université de Paris,2020,0.730274232962259,0.269725767037741
1274,77083,Champs-sur-Marne,Paris-Est Sup,2020,0.4265129682997118,0.5734870317002881
1275,44109,Nantes,Université de Nantes,2020,0.8063508839354343,0.19364911606456572
1276,34172,Montpellier,Université de Montpellier,2020,0.7454587213429658,0.2545412786570343
1277,,,Sciences Po Grenoble,2020,0.7811565304087736,0.21884346959122633
1278,33522,Talence,Université de Bordeaux,2020,0.7749587620768204,0.22504123792317965
1279,69387,Lyon 7e,Université Lumière - Lyon 2,2020,0.667577144544515,0.332422855455485
1280,59350,Lille,Sciences Po Lille,2020,0.9107711918419376,0.08922880815806246
1281,76351,Le Havre,Université Le Havre Normandie,2020,0.6672017121455324,0.33279828785446763
1282,65440,Tarbes,École nationale d'ingénieurs de Tarbes,2020,0.8943781942078365,0.10562180579216354
1283,2B096,Corte,Université de Corse Pasquale Paoli,2020,0.7790113112693758,0.22098868873062422
1284,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2020,0.7676179382644147,0.23238206173558532
1285,,,Institut d'optique Graduate School,2020,0.8713968957871396,0.1286031042128603
1286,33522,Talence,Bordeaux INP,2020,0.8363848850798598,0.16361511492014025
1287,59350,Lille,Université de Lille,2020,0.7511925752791788,0.2488074247208212
1288,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2020,0.7476598287193786,0.2523401712806214
1289,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2020,0.8366834170854272,0.16331658291457288
1290,37261,Tours,Université de Tours,2020,0.7920754284841776,0.20792457151582242
1291,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2020,0.7760314341846758,0.22396856581532418
1292,69081,Écully,Centrale Lyon,2020,0.8090659340659341,0.19093406593406592
1293,44109,Nantes,Centrale Nantes,2020,0.6192109777015438,0.38078902229845624
1294,35047,Bruz,École normale supérieure de Rennes,2020,0.9506172839506173,0.04938271604938271
1295,35238,Rennes,École nationale supérieure de chimie de Rennes,2020,0.8303393213572854,0.16966067864271456
1296,31555,Toulouse,Université Toulouse III - Paul Sabatier,2020,0.7970675022054574,0.20293249779454264
1297,97607,Dembeni,Centre Universitaire de Mayotte,2020,0.4625796178343949,0.5374203821656051
1298,42218,Saint-Étienne,Université Jean Monnet,2020,0.7563460071903257,0.24365399280967426
1299,35238,Rennes,Université Rennes 2,2020,0.7168666390842643,0.28313336091573577
1300,,,Chimie ParisTech-PSL,2020,0.7326732673267327,0.26732673267326734
1301,94028,Créteil,Université Paris-Est Créteil,2020,0.6852806719115458,0.31471932808845415
1302,59183,Dunkerque,Université du Littoral Côte d'Opale,2020,0.6881605826449951,0.31183941735500487
1303,97120,Pointe-à-Pitre,Université des Antilles,2020,0.7577580747308423,0.2422419252691577
1304,73065,Chambéry,Université Savoie Mont Blanc,2020,0.761551504874947,0.23844849512505298
1305,35238,Rennes,Institut national des sciences appliquées de Rennes,2006,0.8401433691756273,0.15985663082437276
1306,57463,Metz,Université de Lorraine,2006,0.5307070851504969,0.4692929148495031
1307,97302,Cayenne,Université de Guyane,2006,0.38839285714285715,0.6116071428571429
1308,13203,Marseille  3e,Aix-Marseille Université,2006,0.5414677363784023,0.45853226362159766
1309,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2006,0.5477278681843324,0.45227213181566767
1310,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2006,0.778852798894264,0.22114720110573602
1311,75105,Paris  5e,École normale supérieure PSL,2006,0.8626865671641791,0.1373134328358209
1312,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2006,0.5355004277159966,0.4644995722840034
1313,34172,Montpellier,Université de Montpellier,2006,0.6319066529391577,0.3680933470608423
1314,14118,Caen,Université de Caen Normandie,2006,0.7581967213114754,0.24180327868852458
1315,94011,Bonneuil-sur-Marne,Université Paris-Est Créteil,2006,0.5922042397994074,0.40779576020059266
1316,59350,Lille,Sciences Po Lille,2006,0.868421052631579,0.13157894736842105
1317,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2006,0.5699948533196089,0.43000514668039114
1318,2B096,Corte,Université de Corse Pasquale Paoli,2006,0.8112582781456954,0.18874172185430463
1319,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2006,0.7309941520467836,0.26900584795321636
1320,49007,Angers,Université d'Angers,2006,0.6373350094280327,0.3626649905719673
1321,35238,Rennes,Sciences Po Rennes,2006,0.8624708624708625,0.13752913752913754
1322,65440,Tarbes,École nationale d'ingénieurs de Tarbes,2006,0.8183831672203765,0.18161683277962348
1323,33318,Pessac,Université Bordeaux Montaigne,2006,0.5596659489789261,0.4403340510210739
1324,78646,Versailles,CY Cergy Paris Université,2006,0.6124322697170379,0.3875677302829621
1325,33522,Talence,Bordeaux INP,2006,0.7127139364303179,0.28728606356968217
1326,91477,Palaiseau,Institut d'optique Graduate School,2006,0.9626556016597511,0.03734439834024896
1327,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2006,0.4345832484206236,0.5654167515793764
1328,59512,Roubaix,École nationale supérieure des arts et industries textiles,2006,0.54,0.46
1329,76451,Mont-Saint-Aignan,Institut national des sciences appliquées de Rouen Normandie,2006,0.6514492753623189,0.34855072463768116
1330,63014,Aubière,Clermont Auvergne INP,2006,0.9441860465116279,0.05581395348837209
1331,69384,Lyon 4e,Université Claude Bernard - Lyon 1,2006,0.7050919377652051,0.29490806223479493
1332,86194,Poitiers,Université de Poitiers,2006,0.7395591647331786,0.2604408352668213
1333,98818,Nouméa,Université de la Nouvelle-Calédonie,2006,0.5866500829187397,0.41334991708126034
1334,97411,Saint-Denis,Université de La Réunion,2006,0.6158576970385089,0.38414230296149116
1335,37261,Tours,Université de Tours,2006,0.6327045757033365,0.36729542429666345
1336,93079,Villetaneuse,Université Sorbonne Paris Nord,2006,0.4095066726645674,0.5904933273354326
1337,54547,Vandœuvre-lès-Nancy,Université de Lorraine,2006,0.7574563871693866,0.2425436128306134
1338,33281,Mérignac,Université de Bordeaux,2006,0.7443519619500595,0.2556480380499406
1339,57463,Metz,Université de Lorraine,2006,0.6640625,0.3359375
1340,44109,Nantes,Centrale Nantes,2006,0.8004827031375704,0.1995172968624296
1341,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2006,0.658273381294964,0.34172661870503596
1342,35238,Rennes,École nationale supérieure de chimie de Rennes,2006,0.8524173027989822,0.1475826972010178
1343,31555,Toulouse,Toulouse INP,2006,0.7529230769230769,0.24707692307692308
1344,59009,Villeneuve-d'Ascq,Université de Lille,2006,0.5470721449369136,0.45292785506308636
1345,63075,Chamalières,Université Clermont Auvergne,2006,0.7578444747612552,0.2421555252387449
1346,91471,Orsay,Université Paris-Saclay,2006,0.5968807193443145,0.40311928065568553
1347,75107,Paris  7e,Sciences Po,2006,0.7688499619192688,0.23115003808073115
1348,13204,Marseille  4e,Aix-Marseille Université,2006,0.6839775745057539,0.3160224254942461
1349,34172,Montpellier,Université de Montpellier,2006,0.6095788604459125,0.3904211395540875
1350,73065,Chambéry,Université Savoie Mont Blanc,2006,0.5920441601682292,0.4079558398317708
1351,67482,Strasbourg,Université de Strasbourg,2007,0.5020935412026726,0.49790645879732737
1352,38185,Grenoble,Institut polytechnique de Grenoble,2007,0.7537956503898235,0.24620434961017645
1353,57463,Metz,Université de Lorraine,2007,0.5297192353643967,0.47028076463560337
1354,31555,Toulouse,Université Toulouse Capitole,2007,0.5631295708569063,0.4368704291430937
1355,13203,Marseille  3e,Aix-Marseille Université,2007,0.5521682679823422,0.44783173201765775
1356,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2007,0.5597982495178757,0.4402017504821243
1357,77083,Champs-sur-Marne,Université Gustave Eiffel,2007,0.541870973944813,0.458129026055187
1358,34172,Montpellier,Université de Montpellier,2007,0.6443637790640636,0.35563622093593644
1359,14118,Caen,Université de Caen Normandie,2007,0.7275960170697012,0.2724039829302987
1360,69387,Lyon 7e,École normale supérieure de Lyon,2007,0.7748917748917749,0.22510822510822512
1361,97411,Saint-Denis,Université de La Réunion,2007,0.7849860982391103,0.21501390176088972
1362,45234,Orléans,Université d'Orléans,2007,0.5685585838718741,0.43144141612812587
1363,49007,Angers,Université d'Angers,2007,0.6407042333770155,0.35929576662298446
1364,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2007,0.4304990361961876,0.5695009638038124
1365,35238,Rennes,École des hautes études en santé publique,2007,0.9130434782608695,0.08695652173913043
1366,69384,Lyon 4e,Université Claude Bernard - Lyon 1,2007,0.7202410848819688,0.27975891511803114
1367,45234,Orléans,Université d'Orléans,2007,0.7681575707837505,0.23184242921624948
1368,54395,Nancy,Université de Lorraine,2007,0.6860132021422344,0.3139867978577656
1369,67482,Strasbourg,Université de Strasbourg,2007,0.7466294746629475,0.2533705253370525
1370,59350,Lille,Université de Lille,2007,0.7235828964613368,0.27641710353866317
1371,31555,Toulouse,Toulouse INP,2007,0.7552755905511811,0.2447244094488189
1372,42218,Saint-Étienne,Université Jean Monnet,2007,0.6070421461778828,0.39295785382211723
1373,33318,Pessac,Université de Bordeaux,2007,0.5724751851268316,0.4275248148731684
1374,75105,Paris  5e,École nationale des Chartes,2007,0.9142857142857143,0.08571428571428572
1375,33063,Bordeaux,Université de Bordeaux,2007,0.7092282541293196,0.29077174587068044
1376,59183,Dunkerque,Université du Littoral Côte d'Opale,2007,0.5496273048254218,0.4503726951745783
1377,98738,Punaauia,Université de la Polynésie Française,2007,0.5472069236821401,0.45279307631786
1378,13213,Marseille 13e,Centrale Marseille,2008,0.841845140032949,0.15815485996705106
1379,97209,Fort-de-France,Université des Antilles,2008,0.5743119266055046,0.42568807339449544
1380,67482,Strasbourg,Université de Strasbourg,2008,0.6168932798591411,0.38310672014085884
1381,51454,Reims,Université de Reims Champagne-Ardenne,2008,0.6048705674582888,0.3951294325417112
1382,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2008,0.8181818181818182,0.18181818181818182
1383,97302,Cayenne,Université de Guyane,2008,0.40497737556561086,0.5950226244343891
1384,13203,Marseille  3e,Aix-Marseille Université,2008,0.5692710525085333,0.4307289474914668
1385,97120,Pointe-à-Pitre,Université des Antilles,2008,0.6039603960396039,0.39603960396039606
1386,10387,Troyes,Université de technologie de Troyes,2008,0.6099110546378653,0.3900889453621347
1387,72181,Le Mans,Le Mans Université,2008,0.538857006217121,0.461142993782879
1388,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2008,0.6109720303867403,0.3890279696132597
1389,30189,Nîmes,Université de Nîmes,2008,0.5668682795698925,0.4331317204301075
1390,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2008,0.7307692307692307,0.2692307692307692
1391,54395,Nancy,Université de Lorraine,2008,0.6136632799351742,0.3863367200648258
1392,2B096,Corte,Université de Corse Pasquale Paoli,2008,0.6216945493793847,0.3783054506206152
1393,75107,Paris  7e,École pratique des hautes études,2008,0.4326494201605709,0.567350579839429
1394,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2008,0.5658891245077249,0.43411087549227506
1395,67482,Strasbourg,Institut national des sciences appliquées de Strasbourg,2008,0.8468057366362451,0.15319426336375488
1396,97411,Saint-Denis,Université de La Réunion,2008,0.6527237354085603,0.3472762645914397
1397,37261,Tours,Université de Tours,2008,0.6622548781081212,0.3377451218918787
1398,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2008,0.6986861489432068,0.30131385105679326
1399,91272,Gif-sur-Yvette,CentraleSupélec,2008,0.8136449778900822,0.1863550221099179
1400,54395,Nancy,Université de Lorraine,2008,0.700833742030407,0.29916625796959295
1401,14118,Caen,Université de Caen Normandie,2008,0.6192375704239832,0.3807624295760168
1402,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2008,0.7758369723435226,0.22416302765647744
1403,35238,Rennes,Université Rennes 2,2008,0.5798439048562933,0.42015609514370666
1404,75114,Paris 14e,Observatoire de Paris,2008,0.6020408163265306,0.3979591836734694
1405,91471,Orsay,Université Paris-Saclay,2008,0.6119729667460256,0.38802703325397436
1406,75107,Paris  7e,Sciences Po,2008,0.7811211241790132,0.21887887582098672
1407,75105,Paris  5e,IAE Paris - Sorbonne Business School,2008,0.495253164556962,0.504746835443038
1408,75106,Paris  6e,École des hautes études en sciences sociales,2008,0.40959555908009515,0.5904044409199048
1409,59183,Dunkerque,Université du Littoral Côte d'Opale,2008,0.5698273250530143,0.43017267494698574
1410,29019,Brest,Université de Bretagne Occidentale,2009,0.6600920820780992,0.3399079179219008
1411,67482,Strasbourg,Université de Strasbourg,2009,0.6213119041392263,0.3786880958607736
1412,51454,Reims,Université de Reims Champagne-Ardenne,2009,0.6041752885455465,0.39582471145445347
1413,44109,Nantes,Université de Nantes,2009,0.6578273537981576,0.3421726462018424
1414,21231,Dijon,Université de Bourgogne,2009,0.6214574134873014,0.3785425865126986
1415,65440,Tarbes,École nationale d'ingénieurs de Tarbes,2009,0.7884084636614536,0.21159153633854647
1416,38185,Grenoble,Université Grenoble Alpes,2009,0.6975071907957814,0.3024928092042186
1417,2B096,Corte,Université de Corse Pasquale Paoli,2009,0.6413662239089184,0.3586337760910816
1418,75107,Paris  7e,École pratique des hautes études,2009,0.4337827121332276,0.5662172878667724
1419,35238,Rennes,École des hautes études en santé publique,2009,0.453781512605042,0.5462184873949579
1420,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2009,0.5775147928994083,0.42248520710059173
1421,75105,Paris  5e,Muséum national d'histoire naturelle,2009,0.584958217270195,0.415041782729805
1422,38185,Grenoble,Université Grenoble Alpes,2009,0.5783688589299811,0.4216311410700188
1423,95127,Cergy,CY Cergy Paris Université,2009,0.5664510866398649,0.4335489133601352
1424,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2009,0.8683602771362586,0.13163972286374134
1425,37261,Tours,Université de Tours,2009,0.6640158110206579,0.3359841889793421
