annee_universitaire;composante_id_paysage;composante_lib;composante_id_uai;etablissement_id_paysage;etablissement_lib;composante_localisation;effectif;effectif_sans_cpge;effectif_total;effectif_total_sans_cpge;sexef;sexem;bac1;bac2;bac3;bac4;bac5;bac6;bac7;bac_ageavance;bac_agea_l_heure;bac_ageretard;bac_ageso;attrac_nat_dep_bac1;attrac_nat_dep_bac2;attrac_nat_dep_bac3;attrac_nat_dep_bac4;attrac_nat_dep_bac5;attrac_nat_dep_bac9;mobilite_internm;attrac_interne;gd_discisciplinedsa;gd_discisciplinellsh;gd_discisciplinesi;gd_discisciplinestaps;discipline02;discipline04;discipline05;discipline06;discipline32;discipline09;discipline15;discipline33;discipline10;composante_id_region;composante_region;composante_id_academie;composante_academie;rentree;annee
2017-18;Rb9OR;INSPÉ de l'Académie de  Montpellier;0342322P;4TeGd;Languedoc-Roussillon Universités;Occitanie>Montpellier;3348;3348;3358;3358;2487;861;821;820;1095;206;167;56;183;166;2151;848;183;1184;627;1317;37;;183;132;113;;3348;;;;;;3348;;;;;;R76;Occitanie;A11;Montpellier;2017;2018
2017-18;Ve8hU;INSPÉ de l’Académie de la Réunion;9741606C;cEt92;Université de La Réunion;La Réunion;1102;1102;1102;1102;825;277;321;237;352;92;43;15;42;53;765;242;42;842;74;138;6;;42;7;4;;1102;;;;;;1102;;;;;;R04;La Réunion;A28;La Réunion;2017;2018
2017-18;cb6n7;INSPÉ Clermont Auvergne;0632024H;FvH4k;Université Clermont Auvergne;Auvergne-Rhône-Alpes>Clermont-Ferrand;1090;1090;1090;1090;749;341;262;239;434;35;69;18;33;56;790;211;33;369;385;299;4;;33;22;20;;1090;;;;;;1090;;;;;;R84;Auvergne-Rhône-Alpes;A06;Clermont-Ferrand;2017;2018
2018-19;39jG7;INSPÉ de l'Académie de Besançon;0251983V;7Mpgt;Université de Franche-Comté;Bourgogne-Franche-Comté>Besançon;1066;1066;1066;1066;747;319;218;301;421;43;35;14;34;62;777;193;34;455;358;213;6;;34;28;26;;1066;;;;;;1066;;;;;;R27;Bourgogne-Franche-Comté;A03;Besançon;2018;2019
2018-19;76xsv;INSPÉ Centre Val-de-Loire;0451724E;HCBvW;Université d'Orléans;Centre-Val de Loire>Orléans-Tours;2215;2215;2218;2218;1586;629;556;534;814;90;108;35;78;134;1576;427;78;733;531;863;10;;78;44;39;;2215;;;;;;2215;;;;;;R24;Centre-Val de Loire;A18;Orléans-Tours;2018;2019
2018-19;VUz2Y;INSPÉ de Bourgogne;0212218X;Lr94O;Université de Bourgogne;Bourgogne-Franche-Comté>Dijon;1419;1419;1429;1429;943;476;300;374;578;51;52;30;34;61;1032;292;34;499;572;304;10;;34;22;18;;1419;;;;;;1419;;;;;;R27;Bourgogne-Franche-Comté;A07;Dijon;2018;2019
2018-19;X3ml2;INSPÉ de l'Académie de Strasbourg;0673068W;4k25D;Université de Strasbourg;Grand Est>Strasbourg;1814;1814;1822;1822;1347;467;407;473;687;69;62;24;92;71;1322;329;92;790;601;323;8;;92;69;69;;1814;;;;;;1814;;;;;;R44;Grand Est;A15;Strasbourg;2018;2019
2018-19;y61Kl;INSPÉ de l'Académie de Lyon;0694198N;etBz7;Université Claude Bernard - Lyon 1;Auvergne-Rhône-Alpes>Lyon;4711;4711;4765;4765;3446;1265;1094;1267;1699;217;199;61;174;363;3197;977;174;1478;1160;1849;47;3;174;120;109;;4711;;;;;;4711;;;;;;R84;Auvergne-Rhône-Alpes;A10;Lyon;2018;2019
2019-20;39jG7;INSPÉ de l'Académie de Besançon;0251983V;7Mpgt;Université de Franche-Comté;Bourgogne-Franche-Comté>Besançon;993;993;993;993;722;271;189;279;423;30;36;10;26;50;770;147;26;426;356;183;2;;26;18;16;;993;;;;;;993;;;;;;R27;Bourgogne-Franche-Comté;A03;Besançon;2019;2020
2019-20;ASiVr;ESPE de la Nouvelle-Calédonie;9830690H;Z2FY5;Université de la Nouvelle-Calédonie;Collectivités d'outre-mer>Nouvelle-Calédonie;145;145;145;145;101;44;37;32;52;5;10;5;4;51;56;34;4;109;;30;;2;4;1;2;;145;;;;;;145;;;;;;R00;Collectivités d'outre-mer;A40;Nouvelle-Calédonie;2019;2020
2019-20;iFa3N;INSPÉ de l’Académie de Nice;0062109K;s3t8T;Université Côte d'Azur;Provence-Alpes-Côte d'Azur>Nice;1290;1290;1319;1319;944;346;303;298;493;64;40;14;78;80;903;229;78;506;381;290;35;;78;66;49;;1290;;;;;;1290;;;;;;R93;Provence-Alpes-Côte d'Azur;A23;Nice;2019;2020
2019-20;mNtOh;INSPÉ Normandie Caen;0142393A;p25Q3;Université de Caen Normandie;Normandie;1200;1200;1200;1200;848;352;286;341;448;28;48;19;30;69;928;173;30;537;441;191;1;;30;22;22;;1200;;;;;;1200;;;;;;R28;Normandie;A70;Normandie;2019;2020
2019-20;qVqhv;INSPÉ de l'Académie de Grenoble;0383473U;Y7ch7;Université Grenoble Alpes;Auvergne-Rhône-Alpes>Grenoble;1850;1850;1933;1933;1293;557;367;432;869;50;70;18;44;130;1373;303;44;628;592;576;10;;44;28;27;;1850;;;;;;1850;;;;;;R84;Auvergne-Rhône-Alpes;A08;Grenoble;2019;2020
2019-20;y7W8e;INSPÉ de l’Académie d'Amiens;0802142U;8j5s2;Université de Picardie Jules-Verne;Hauts-de-France>Amiens;1834;1834;1834;1834;1291;543;477;393;654;73;139;53;45;102;1347;340;45;784;687;311;7;;45;27;26;;1834;;;;;;1834;;;;;;R32;Hauts-de-France;A20;Amiens;2019;2020
2020-21;39jG7;INSPÉ de l'Académie de Besançon;0251983V;7Mpgt;Université de Franche-Comté;Bourgogne-Franche-Comté>Besançon;1050;1050;1050;1050;722;328;192;268;475;34;38;14;29;58;789;174;29;408;375;235;3;;29;18;18;;1050;;;;;;1050;;;;;;R27;Bourgogne-Franche-Comté;A03;Besançon;2020;2021
2020-21;68SKK;INSPÉ de l'Académie de Bordeaux;0333296D;90I54;Université de Bordeaux;Nouvelle-Aquitaine>Bordeaux;2292;2292;2293;2293;1614;678;518;571;934;56;91;39;83;164;1695;350;83;916;548;737;8;;83;64;59;;2292;;;;;;2292;;;;;;R75;Nouvelle-Aquitaine;A04;Bordeaux;2020;2021
2020-21;WjV5I;INSPÉ de l'Académie de Martinique;9720894P;z3hdL;Université des Antilles;Martinique;442;442;445;445;363;79;126;73;126;38;31;19;29;22;260;131;29;325;38;49;1;;29;20;21;;442;;;;;;442;;;;;;R02;Martinique;A31;Martinique;2020;2021
2020-21;X3ml2;INSPÉ de l'Académie de Strasbourg;0673068W;4k25D;Université de Strasbourg;Grand Est>Strasbourg;1705;1705;1713;1713;1247;458;409;421;664;51;58;25;77;70;1307;251;77;700;562;346;20;;77;64;62;;1705;;;;;;1705;;;;;;R44;Grand Est;A15;Strasbourg;2020;2021
2020-21;iFa3N;INSPÉ de l’Académie de Nice;0062109K;s3t8T;Université Côte d'Azur;Provence-Alpes-Côte d'Azur>Nice;1376;1376;1377;1377;1041;335;312;292;558;61;60;17;76;88;986;226;76;482;414;377;27;;76;67;55;;1376;;;;;;1376;;;;;;R93;Provence-Alpes-Côte d'Azur;A23;Nice;2020;2021
2020-21;iyM2P;INSPÉ de l'Académie de Nancy-Metz;0542497W;t6Cq5;Université de Lorraine;Grand Est>Nancy-Metz;2099;2099;2112;2112;1494;605;432;512;834;80;125;46;70;106;1553;370;70;994;637;386;12;;70;45;41;;2099;;;;;;2099;;;;;;R44;Grand Est;A12;Nancy-Metz;2020;2021
2020-21;y7W8e;INSPÉ de l’Académie d'Amiens;0802142U;8j5s2;Université de Picardie Jules-Verne;Hauts-de-France>Amiens;1685;1685;1686;1686;1201;484;399;393;628;62;114;52;37;82;1256;310;37;743;639;257;9;;37;23;19;;1685;;;;;;1685;;;;;;R32;Hauts-de-France;A20;Amiens;2020;2021
